Date,Day of Week,Visitor Team,Home Team,VisitorPts,HomePts,Day or Night,Attendance,Time of Game (minutes)
27/04/2021,Tue,Washington Nationals,Toronto Blue Jays,5,9,N,1471,176
28/04/2021,Wed,San Diego Padres,Arizona D'Backs,12,3,N,9495,185
28/04/2021,Wed,Chicago Cubs,Atlanta Braves,0,10,N,18709,176
28/04/2021,Wed,Cincinnati Reds,Los Angeles Dodgers,0,8,D,15052,195
28/04/2021,Wed,Miami Marlins,Milwaukee Brewers,6,2,D,11564,184
28/04/2021,Wed,Boston Red Sox,New York Mets,1,0,N,8051,176
28/04/2021,Wed,Kansas City Royals,Pittsburgh Pirates,9,6,N,4226,235
28/04/2021,Wed,Colorado Rockies,San Francisco Giants,3,7,N,6163,200
28/04/2021,Wed,Philadelphia Phillies,St. Louis Cardinals,5,3,N,12701,199
28/04/2021,Wed,New York Yankees,Baltimore Orioles,7,0,N,7338,153
28/04/2021,Wed,Minnesota Twins,Cleveland Indians,10,2,D,5903,180
28/04/2021,Wed,Seattle Mariners,Houston Astros,5,7,N,12707,209
28/04/2021,Wed,Oakland Athletics,Tampa Bay Rays,0,2,N,3374,165
28/04/2021,Wed,Los Angeles Angels,Texas Rangers,4,3,N,17875,168
28/04/2021,Wed,Washington Nationals,Toronto Blue Jays,8,2,N,1274,173
29/04/2021,Thu,Colorado Rockies,Arizona D'Backs,3,5,N,6843,181
29/04/2021,Thu,Chicago Cubs,Atlanta Braves,9,3,N,19661,195
29/04/2021,Thu,Los Angeles Dodgers,Milwaukee Brewers,1,2,N,10621,165
29/04/2021,Thu,Philadelphia Phillies,St. Louis Cardinals,3,4,D,13159,190
29/04/2021,Thu,New York Yankees,Baltimore Orioles,3,4,D,7738,210
29/04/2021,Thu,Detroit Tigers,Chicago White Sox,1,3,D,0,110
29/04/2021,Thu,Detroit Tigers,Chicago White Sox,0,11,N,7628,162
29/04/2021,Thu,Seattle Mariners,Houston Astros,1,0,D,14149,163
29/04/2021,Thu,Oakland Athletics,Tampa Bay Rays,3,2,D,3737,184
29/04/2021,Thu,Boston Red Sox,Texas Rangers,1,4,N,23640,169
30/04/2021,Fri,Colorado Rockies,Arizona D'Backs,2,7,N,13184,178
30/04/2021,Fri,Chicago Cubs,Cincinnati Reds,6,8,N,16090,201
30/04/2021,Fri,Los Angeles Dodgers,Milwaukee Brewers,1,3,N,12044,164
30/04/2021,Fri,New York Mets,Philadelphia Phillies,1,2,N,10914,200
30/04/2021,Fri,St. Louis Cardinals,Pittsburgh Pirates,7,3,N,5953,199
30/04/2021,Fri,San Francisco Giants,San Diego Padres,2,3,N,15250,195
30/04/2021,Fri,Miami Marlins,Washington Nationals,1,2,N,8295,182
30/04/2021,Fri,Cleveland Indians,Chicago White Sox,5,3,N,9405,175
30/04/2021,Fri,Kansas City Royals,Minnesota Twins,1,9,N,9982,189
30/04/2021,Fri,Detroit Tigers,New York Yankees,0,10,N,9523,183
30/04/2021,Fri,Baltimore Orioles,Oakland Athletics,3,2,N,5777,160
30/04/2021,Fri,Los Angeles Angels,Seattle Mariners,4,7,N,8632,200
30/04/2021,Fri,Houston Astros,Tampa Bay Rays,9,2,N,6169,190
30/04/2021,Fri,Boston Red Sox,Texas Rangers,6,1,N,28267,165
30/04/2021,Fri,Atlanta Braves,Toronto Blue Jays,5,13,N,1629,197
01/05/2021,Sat,Colorado Rockies,Arizona D'Backs,14,6,N,15734,221
01/05/2021,Sat,Chicago Cubs,Cincinnati Reds,3,2,D,17077,197
01/05/2021,Sat,Los Angeles Dodgers,Milwaukee Brewers,5,6,N,12139,288
01/05/2021,Sat,New York Mets,Philadelphia Phillies,5,4,N,10948,176
01/05/2021,Sat,St. Louis Cardinals,Pittsburgh Pirates,12,5,N,7331,223
01/05/2021,Sat,San Francisco Giants,San Diego Padres,2,6,N,15250,176
01/05/2021,Sat,Miami Marlins,Washington Nationals,2,7,D,8510,179
01/05/2021,Sat,Cleveland Indians,Chicago White Sox,3,7,D,9451,182
01/05/2021,Sat,Kansas City Royals,Minnesota Twins,11,3,D,9993,179
01/05/2021,Sat,Detroit Tigers,New York Yankees,4,6,D,10015,205
01/05/2021,Sat,Baltimore Orioles,Oakland Athletics,8,4,D,6469,190
01/05/2021,Sat,Los Angeles Angels,Seattle Mariners,10,5,N,8993,196
01/05/2021,Sat,Houston Astros,Tampa Bay Rays,3,1,D,7335,160
01/05/2021,Sat,Boston Red Sox,Texas Rangers,6,8,N,35129,199
01/05/2021,Sat,Atlanta Braves,Toronto Blue Jays,5,6,N,1634,214
02/05/2021,Sun,Colorado Rockies,Arizona D'Backs,4,8,D,11395,209
02/05/2021,Sun,Chicago Cubs,Cincinnati Reds,12,13,D,16755,237
02/05/2021,Sun,Los Angeles Dodgers,Milwaukee Brewers,16,4,D,12130,191
02/05/2021,Sun,New York Mets,Philadelphia Phillies,8,7,N,10964,234
02/05/2021,Sun,St. Louis Cardinals,Pittsburgh Pirates,3,0,D,7343,161
02/05/2021,Sun,San Francisco Giants,San Diego Padres,7,1,D,15250,190
02/05/2021,Sun,Miami Marlins,Washington Nationals,1,3,D,8482,157
02/05/2021,Sun,Cleveland Indians,Chicago White Sox,5,0,D,9471,199
02/05/2021,Sun,Kansas City Royals,Minnesota Twins,4,13,D,9997,182
02/05/2021,Sun,Detroit Tigers,New York Yankees,0,2,D,10021,134
02/05/2021,Sun,Baltimore Orioles,Oakland Athletics,5,7,D,5862,183
02/05/2021,Sun,Los Angeles Angels,Seattle Mariners,0,2,D,9000,185
02/05/2021,Sun,Houston Astros,Tampa Bay Rays,4,5,D,6933,201
02/05/2021,Sun,Boston Red Sox,Texas Rangers,3,5,D,29190,177
02/05/2021,Sun,Atlanta Braves,Toronto Blue Jays,2,7,D,1554,189
03/05/2021,Mon,Milwaukee Brewers,Philadelphia Phillies,3,4,N,10651,198
03/05/2021,Mon,Pittsburgh Pirates,San Diego Padres,0,2,N,15250,161
03/05/2021,Mon,New York Mets,St. Louis Cardinals,5,6,N,12686,200
03/05/2021,Mon,Tampa Bay Rays,Los Angeles Angels,7,3,N,10641,211
03/05/2021,Mon,Cleveland Indians,Kansas City Royals,8,6,N,6919,220
03/05/2021,Mon,Texas Rangers,Minnesota Twins,5,6,N,8071,185
03/05/2021,Mon,Toronto Blue Jays,Oakland Athletics,4,5,N,2944,165
03/05/2021,Mon,Baltimore Orioles,Seattle Mariners,5,3,N,5776,175
04/05/2021,Tue,Los Angeles Dodgers,Chicago Cubs,1,7,D,10295,137
04/05/2021,Tue,Los Angeles Dodgers,Chicago Cubs,3,4,N,10343,226
04/05/2021,Tue,Chicago White Sox,Cincinnati Reds,9,0,N,10209,197
04/05/2021,Tue,San Francisco Giants,Colorado Rockies,12,4,D,0,158
04/05/2021,Tue,San Francisco Giants,Colorado Rockies,6,8,N,10213,184
04/05/2021,Tue,Arizona D'Backs,Miami Marlins,3,9,N,3898,197
04/05/2021,Tue,Milwaukee Brewers,Philadelphia Phillies,5,6,N,10388,201
04/05/2021,Tue,Pittsburgh Pirates,San Diego Padres,2,1,N,15250,179
04/05/2021,Tue,Atlanta Braves,Washington Nationals,6,1,N,8156,175
04/05/2021,Tue,Tampa Bay Rays,Los Angeles Angels,8,3,N,8152,209
04/05/2021,Tue,Detroit Tigers,Boston Red Sox,7,11,N,4677,218
04/05/2021,Tue,Cleveland Indians,Kansas City Royals,7,3,N,5997,219
04/05/2021,Tue,Texas Rangers,Minnesota Twins,6,3,N,8022,204
04/05/2021,Tue,Houston Astros,New York Yankees,3,7,N,10850,207
04/05/2021,Tue,Toronto Blue Jays,Oakland Athletics,1,4,N,2970,138
04/05/2021,Tue,Baltimore Orioles,Seattle Mariners,2,5,N,6504,195
05/05/2021,Wed,Los Angeles Dodgers,Chicago Cubs,5,6,N,10343,263
05/05/2021,Wed,Chicago White Sox,Cincinnati Reds,0,1,D,10247,190
05/05/2021,Wed,San Francisco Giants,Colorado Rockies,5,6,D,9521,188
05/05/2021,Wed,Arizona D'Backs,Miami Marlins,0,8,N,3573,177
05/05/2021,Wed,Milwaukee Brewers,Philadelphia Phillies,4,5,N,10110,187
05/05/2021,Wed,Pittsburgh Pirates,San Diego Padres,2,4,N,15250,201
05/05/2021,Wed,New York Mets,St. Louis Cardinals,1,4,D,0,148
05/05/2021,Wed,New York Mets,St. Louis Cardinals,7,2,N,13187,160
05/05/2021,Wed,Atlanta Braves,Washington Nationals,5,3,N,8400,169
05/05/2021,Wed,Tampa Bay Rays,Los Angeles Angels,3,1,N,9169,196
05/05/2021,Wed,Detroit Tigers,Boston Red Sox,6,5,N,4661,227
05/05/2021,Wed,Cleveland Indians,Kansas City Royals,5,4,N,9640,189
05/05/2021,Wed,Texas Rangers,Minnesota Twins,3,1,N,7853,184
05/05/2021,Wed,Houston Astros,New York Yankees,3,6,N,9895,215
05/05/2021,Wed,Toronto Blue Jays,Oakland Athletics,9,4,N,2893,184
05/05/2021,Wed,Baltimore Orioles,Seattle Mariners,6,0,D,6742,145
06/05/2021,Thu,Arizona D'Backs,Miami Marlins,1,3,N,4049,164
06/05/2021,Thu,Milwaukee Brewers,Philadelphia Phillies,0,2,D,10768,161
06/05/2021,Thu,New York Mets,St. Louis Cardinals,4,1,D,12939,199
06/05/2021,Thu,Atlanta Braves,Washington Nationals,3,2,D,8561,173
06/05/2021,Thu,Tampa Bay Rays,Los Angeles Angels,8,3,N,8840,183
06/05/2021,Thu,Detroit Tigers,Boston Red Sox,9,12,D,4734,253
06/05/2021,Thu,Cleveland Indians,Kansas City Royals,4,0,D,9259,190
06/05/2021,Thu,Texas Rangers,Minnesota Twins,4,3,D,8760,205
06/05/2021,Thu,Houston Astros,New York Yankees,7,4,D,10042,194
06/05/2021,Thu,Toronto Blue Jays,Oakland Athletics,10,4,D,3611,190
07/05/2021,Fri,Philadelphia Phillies,Atlanta Braves,12,2,N,38952,203
07/05/2021,Fri,Pittsburgh Pirates,Chicago Cubs,2,3,D,10343,187
07/05/2021,Fri,Milwaukee Brewers,Miami Marlins,1,6,N,5507,179
07/05/2021,Fri,Arizona D'Backs,New York Mets,4,5,N,7662,232
07/05/2021,Fri,San Diego Padres,San Francisco Giants,4,5,N,9219,214
07/05/2021,Fri,Colorado Rockies,St. Louis Cardinals,0,5,N,13435,162
07/05/2021,Fri,Los Angeles Dodgers,Los Angeles Angels,2,9,N,15316,185
07/05/2021,Fri,Boston Red Sox,Baltimore Orioles,6,2,N,7724,205
07/05/2021,Fri,Cincinnati Reds,Cleveland Indians,3,0,N,7803,154
07/05/2021,Fri,Minnesota Twins,Detroit Tigers,7,3,N,7377,201
07/05/2021,Fri,Toronto Blue Jays,Houston Astros,4,10,N,25410,194
07/05/2021,Fri,Chicago White Sox,Kansas City Royals,3,0,N,16011,186
07/05/2021,Fri,Washington Nationals,New York Yankees,11,4,N,10010,181
07/05/2021,Fri,Tampa Bay Rays,Oakland Athletics,1,2,N,5058,148
07/05/2021,Fri,Seattle Mariners,Texas Rangers,5,4,N,26047,177
08/05/2021,Sat,Philadelphia Phillies,Atlanta Braves,7,8,N,39852,287
08/05/2021,Sat,Pittsburgh Pirates,Chicago Cubs,2,3,D,10343,193
08/05/2021,Sat,Milwaukee Brewers,Miami Marlins,6,2,N,5764,182
08/05/2021,Sat,Arizona D'Backs,New York Mets,2,4,N,7908,210
08/05/2021,Sat,San Diego Padres,San Francisco Giants,1,7,D,9764,182
08/05/2021,Sat,Colorado Rockies,St. Louis Cardinals,8,9,D,13390,219
08/05/2021,Sat,Los Angeles Dodgers,Los Angeles Angels,14,11,N,15274,243
08/05/2021,Sat,Boston Red Sox,Baltimore Orioles,11,6,N,10598,205
08/05/2021,Sat,Cincinnati Reds,Cleveland Indians,2,9,N,9968,188
08/05/2021,Sat,Minnesota Twins,Detroit Tigers,3,7,D,8000,218
08/05/2021,Sat,Toronto Blue Jays,Houston Astros,8,4,N,25794,189
08/05/2021,Sat,Chicago White Sox,Kansas City Royals,9,1,N,15895,184
08/05/2021,Sat,Washington Nationals,New York Yankees,3,4,D,10850,230
08/05/2021,Sat,Tampa Bay Rays,Oakland Athletics,3,6,D,7707,192
08/05/2021,Sat,Seattle Mariners,Texas Rangers,8,9,N,26616,205
09/05/2021,Sun,Philadelphia Phillies,Atlanta Braves,1,6,N,28829,164
09/05/2021,Sun,Pittsburgh Pirates,Chicago Cubs,6,5,D,10343,183
09/05/2021,Sun,Milwaukee Brewers,Miami Marlins,2,1,D,5105,195
09/05/2021,Sun,Arizona D'Backs,New York Mets,2,4,D,7880,207
09/05/2021,Sun,San Diego Padres,San Francisco Giants,11,1,D,10008,188
09/05/2021,Sun,Colorado Rockies,St. Louis Cardinals,0,2,D,13380,168
09/05/2021,Sun,Los Angeles Dodgers,Los Angeles Angels,1,2,D,15294,206
09/05/2021,Sun,Boston Red Sox,Baltimore Orioles,4,3,D,10274,177
09/05/2021,Sun,Toronto Blue Jays,Houston Astros,4,7,D,24355,210
09/05/2021,Sun,Chicago White Sox,Kansas City Royals,9,3,D,12102,209
09/05/2021,Sun,Washington Nationals,New York Yankees,2,3,D,10092,184
09/05/2021,Sun,Tampa Bay Rays,Oakland Athletics,4,3,D,6911,160
09/05/2021,Sun,Seattle Mariners,Texas Rangers,2,10,D,30632,183
10/05/2021,Mon,Miami Marlins,Arizona D'Backs,2,5,N,6307,167
10/05/2021,Mon,Cincinnati Reds,Pittsburgh Pirates,14,1,N,4065,199
10/05/2021,Mon,Texas Rangers,San Francisco Giants,1,3,N,7450,167
10/05/2021,Mon,Boston Red Sox,Baltimore Orioles,1,4,N,6826,165
10/05/2021,Mon,Los Angeles Angels,Houston Astros,5,4,N,13695,237
11/05/2021,Tue,Miami Marlins,Arizona D'Backs,3,11,N,5560,182
11/05/2021,Tue,Toronto Blue Jays,Atlanta Braves,5,3,N,21688,195
11/05/2021,Tue,San Diego Padres,Colorado Rockies,8,1,N,8825,184
11/05/2021,Tue,Seattle Mariners,Los Angeles Dodgers,4,6,N,15570,174
11/05/2021,Tue,St. Louis Cardinals,Milwaukee Brewers,6,1,N,10595,235
11/05/2021,Tue,Baltimore Orioles,New York Mets,2,3,N,7930,193
11/05/2021,Tue,Cincinnati Reds,Pittsburgh Pirates,2,7,N,4049,188
11/05/2021,Tue,Texas Rangers,San Francisco Giants,2,4,D,7268,180
11/05/2021,Tue,Philadelphia Phillies,Washington Nationals,6,2,N,8559,238
11/05/2021,Tue,Oakland Athletics,Boston Red Sox,3,2,N,9264,181
11/05/2021,Tue,Minnesota Twins,Chicago White Sox,3,9,N,7962,203
11/05/2021,Tue,Chicago Cubs,Cleveland Indians,2,3,N,8024,176
11/05/2021,Tue,Kansas City Royals,Detroit Tigers,7,8,N,7312,220
11/05/2021,Tue,Los Angeles Angels,Houston Astros,1,5,N,17350,153
11/05/2021,Tue,New York Yankees,Tampa Bay Rays,3,1,N,5441,170
12/05/2021,Wed,Miami Marlins,Arizona D'Backs,3,2,N,5714,161
12/05/2021,Wed,Toronto Blue Jays,Atlanta Braves,4,1,N,21171,162
12/05/2021,Wed,San Diego Padres,Colorado Rockies,5,3,D,0,189
12/05/2021,Wed,San Diego Padres,Colorado Rockies,2,3,N,11968,175
12/05/2021,Wed,Seattle Mariners,Los Angeles Dodgers,1,7,N,15586,177
12/05/2021,Wed,St. Louis Cardinals,Milwaukee Brewers,1,4,N,10226,187
12/05/2021,Wed,Baltimore Orioles,New York Mets,1,7,D,8035,159
12/05/2021,Wed,Cincinnati Reds,Pittsburgh Pirates,5,1,D,4515,235
12/05/2021,Wed,Philadelphia Phillies,Washington Nationals,5,2,N,8610,226
12/05/2021,Wed,Oakland Athletics,Boston Red Sox,4,1,N,9272,179
12/05/2021,Wed,Minnesota Twins,Chicago White Sox,8,13,N,8393,225
12/05/2021,Wed,Chicago Cubs,Cleveland Indians,1,2,D,8589,230
12/05/2021,Wed,Kansas City Royals,Detroit Tigers,2,4,N,7133,162
12/05/2021,Wed,Los Angeles Angels,Houston Astros,1,9,N,13668,172
12/05/2021,Wed,New York Yankees,Tampa Bay Rays,1,0,N,5668,156
13/05/2021,Thu,Miami Marlins,Arizona D'Backs,5,1,N,5967,175
13/05/2021,Thu,Toronto Blue Jays,Atlanta Braves,8,4,D,21653,194
13/05/2021,Thu,Cincinnati Reds,Colorado Rockies,8,13,N,13647,216
13/05/2021,Thu,St. Louis Cardinals,Milwaukee Brewers,2,0,D,10554,211
13/05/2021,Thu,San Francisco Giants,Pittsburgh Pirates,3,1,N,4099,172
13/05/2021,Thu,Philadelphia Phillies,Washington Nationals,1,5,D,8710,158
13/05/2021,Thu,Oakland Athletics,Boston Red Sox,1,8,N,9301,174
13/05/2021,Thu,Minnesota Twins,Chicago White Sox,2,4,D,8188,211
13/05/2021,Thu,Kansas City Royals,Detroit Tigers,3,4,D,7369,191
13/05/2021,Thu,Texas Rangers,Houston Astros,3,4,N,16340,224
13/05/2021,Thu,Cleveland Indians,Seattle Mariners,4,2,N,9880,156
13/05/2021,Thu,New York Yankees,Tampa Bay Rays,1,9,N,6229,185
14/05/2021,Fri,Washington Nationals,Arizona D'Backs,17,2,N,11907,194
14/05/2021,Fri,Cincinnati Reds,Colorado Rockies,6,9,N,20232,200
14/05/2021,Fri,Miami Marlins,Los Angeles Dodgers,6,9,N,15915,198
14/05/2021,Fri,Atlanta Braves,Milwaukee Brewers,6,3,N,12130,203
14/05/2021,Fri,San Francisco Giants,Pittsburgh Pirates,2,3,N,6743,200
14/05/2021,Fri,St. Louis Cardinals,San Diego Padres,4,5,N,15250,248
14/05/2021,Fri,New York Yankees,Baltimore Orioles,5,4,N,10809,175
14/05/2021,Fri,Los Angeles Angels,Boston Red Sox,3,4,N,9284,165
14/05/2021,Fri,Kansas City Royals,Chicago White Sox,6,2,D,8574,148
14/05/2021,Fri,Kansas City Royals,Chicago White Sox,1,3,N,9823,150
14/05/2021,Fri,Chicago Cubs,Detroit Tigers,4,2,N,8000,151
14/05/2021,Fri,Texas Rangers,Houston Astros,4,10,N,24495,181
14/05/2021,Fri,Oakland Athletics,Minnesota Twins,6,1,N,9778,180
14/05/2021,Fri,Cleveland Indians,Seattle Mariners,3,7,N,10014,186
14/05/2021,Fri,New York Mets,Tampa Bay Rays,2,3,N,7123,174
14/05/2021,Fri,Philadelphia Phillies,Toronto Blue Jays,5,1,N,1171,218
15/05/2021,Sat,Washington Nationals,Arizona D'Backs,4,11,N,13462,207
15/05/2021,Sat,Cincinnati Reds,Colorado Rockies,6,5,N,20136,250
15/05/2021,Sat,Miami Marlins,Los Angeles Dodgers,0,7,N,16116,191
15/05/2021,Sat,Atlanta Braves,Milwaukee Brewers,5,1,N,16344,174
15/05/2021,Sat,San Francisco Giants,Pittsburgh Pirates,6,8,N,7833,216
15/05/2021,Sat,St. Louis Cardinals,San Diego Padres,3,13,N,15250,211
15/05/2021,Sat,New York Yankees,Baltimore Orioles,8,2,N,10767,183
15/05/2021,Sat,Los Angeles Angels,Boston Red Sox,0,9,D,9374,172
15/05/2021,Sat,Kansas City Royals,Chicago White Sox,5,1,N,9886,201
15/05/2021,Sat,Chicago Cubs,Detroit Tigers,8,9,D,8000,246
15/05/2021,Sat,Texas Rangers,Houston Astros,5,6,N,25858,206
15/05/2021,Sat,Oakland Athletics,Minnesota Twins,4,5,D,12212,171
15/05/2021,Sat,Cleveland Indians,Seattle Mariners,3,7,N,10311,189
15/05/2021,Sat,New York Mets,Tampa Bay Rays,5,12,D,7536,181
15/05/2021,Sat,Philadelphia Phillies,Toronto Blue Jays,0,4,N,1397,193
16/05/2021,Sun,Washington Nationals,Arizona D'Backs,3,0,D,11619,169
16/05/2021,Sun,Cincinnati Reds,Colorado Rockies,7,6,D,15541,236
16/05/2021,Sun,Miami Marlins,Los Angeles Dodgers,3,2,D,15976,203
16/05/2021,Sun,Atlanta Braves,Milwaukee Brewers,9,10,D,16044,225
16/05/2021,Sun,San Francisco Giants,Pittsburgh Pirates,4,1,D,7356,193
16/05/2021,Sun,St. Louis Cardinals,San Diego Padres,3,5,D,15250,212
16/05/2021,Sun,New York Yankees,Baltimore Orioles,6,10,D,11070,193
16/05/2021,Sun,Los Angeles Angels,Boston Red Sox,6,5,D,9316,199
16/05/2021,Sun,Kansas City Royals,Chicago White Sox,3,4,D,9928,201
16/05/2021,Sun,Chicago Cubs,Detroit Tigers,5,1,D,8000,172
16/05/2021,Sun,Texas Rangers,Houston Astros,2,6,D,26069,183
16/05/2021,Sun,Oakland Athletics,Minnesota Twins,7,6,D,10270,213
16/05/2021,Sun,Cleveland Indians,Seattle Mariners,2,3,D,10287,216
16/05/2021,Sun,New York Mets,Tampa Bay Rays,1,7,D,7355,152
16/05/2021,Sun,Philadelphia Phillies,Toronto Blue Jays,8,10,D,1107,225
17/05/2021,Mon,New York Mets,Atlanta Braves,3,1,N,22691,194
17/05/2021,Mon,Washington Nationals,Chicago Cubs,3,7,N,11144,173
17/05/2021,Mon,San Francisco Giants,Cincinnati Reds,6,3,N,11004,182
17/05/2021,Mon,Arizona D'Backs,Los Angeles Dodgers,1,3,N,14088,185
17/05/2021,Mon,Colorado Rockies,San Diego Padres,0,7,N,15250,175
17/05/2021,Mon,Cleveland Indians,Los Angeles Angels,4,7,N,9527,203
17/05/2021,Mon,Chicago White Sox,Minnesota Twins,16,4,N,8431,191
17/05/2021,Mon,Detroit Tigers,Seattle Mariners,4,1,N,7201,154
17/05/2021,Mon,New York Yankees,Texas Rangers,2,5,N,28040,158
18/05/2021,Tue,New York Mets,Atlanta Braves,4,3,N,21667,156
18/05/2021,Tue,Washington Nationals,Chicago Cubs,3,6,N,11142,202
18/05/2021,Tue,San Francisco Giants,Cincinnati Reds,4,2,N,8745,172
18/05/2021,Tue,Arizona D'Backs,Los Angeles Dodgers,1,9,N,15313,170
18/05/2021,Tue,Miami Marlins,Philadelphia Phillies,3,8,N,11114,214
18/05/2021,Tue,Colorado Rockies,San Diego Padres,1,2,N,15250,220
18/05/2021,Tue,Pittsburgh Pirates,St. Louis Cardinals,2,5,N,14005,173
18/05/2021,Tue,Cleveland Indians,Los Angeles Angels,6,5,N,9491,168
18/05/2021,Tue,Tampa Bay Rays,Baltimore Orioles,13,6,N,5429,222
18/05/2021,Tue,Milwaukee Brewers,Kansas City Royals,0,2,N,9298,168
18/05/2021,Tue,Chicago White Sox,Minnesota Twins,4,5,N,9504,228
18/05/2021,Tue,Houston Astros,Oakland Athletics,5,6,N,4838,189
18/05/2021,Tue,Detroit Tigers,Seattle Mariners,5,0,N,6883,164
18/05/2021,Tue,New York Yankees,Texas Rangers,7,4,N,26522,211
18/05/2021,Tue,Boston Red Sox,Toronto Blue Jays,0,8,N,1566,196
19/05/2021,Wed,New York Mets,Atlanta Braves,4,5,N,22619,170
19/05/2021,Wed,Washington Nationals,Chicago Cubs,4,3,N,11145,228
19/05/2021,Wed,San Francisco Giants,Cincinnati Reds,4,0,N,10326,187
19/05/2021,Wed,Arizona D'Backs,Los Angeles Dodgers,2,4,N,15586,176
19/05/2021,Wed,Miami Marlins,Philadelphia Phillies,3,1,N,11549,182
19/05/2021,Wed,Colorado Rockies,San Diego Padres,0,3,D,15250,172
19/05/2021,Wed,Pittsburgh Pirates,St. Louis Cardinals,5,8,N,14677,226
19/05/2021,Wed,Cleveland Indians,Los Angeles Angels,3,2,N,10378,185
19/05/2021,Wed,Tampa Bay Rays,Baltimore Orioles,9,7,N,6581,192
19/05/2021,Wed,Milwaukee Brewers,Kansas City Royals,4,6,N,8950,190
19/05/2021,Wed,Chicago White Sox,Minnesota Twins,2,1,D,8608,155
19/05/2021,Wed,Houston Astros,Oakland Athletics,8,1,N,3925,198
19/05/2021,Wed,Detroit Tigers,Seattle Mariners,6,2,N,8462,191
19/05/2021,Wed,New York Yankees,Texas Rangers,2,0,N,31689,142
19/05/2021,Wed,Boston Red Sox,Toronto Blue Jays,7,3,N,1581,187
20/05/2021,Thu,Pittsburgh Pirates,Atlanta Braves,6,4,N,21430,223
20/05/2021,Thu,Washington Nationals,Chicago Cubs,2,5,D,11143,187
20/05/2021,Thu,San Francisco Giants,Cincinnati Reds,19,4,D,11656,227
20/05/2021,Thu,Arizona D'Backs,Los Angeles Dodgers,2,3,N,16105,174
20/05/2021,Thu,Miami Marlins,Philadelphia Phillies,6,0,N,11503,188
20/05/2021,Thu,Minnesota Twins,Los Angeles Angels,1,7,D,9920,115
20/05/2021,Thu,Minnesota Twins,Los Angeles Angels,6,3,D,9820,169
20/05/2021,Thu,Tampa Bay Rays,Baltimore Orioles,10,1,D,6916,194
20/05/2021,Thu,Houston Astros,Oakland Athletics,8,4,D,4562,206
20/05/2021,Thu,New York Yankees,Texas Rangers,2,0,D,27581,169
20/05/2021,Thu,Boston Red Sox,Toronto Blue Jays,8,7,N,1562,205
21/05/2021,Fri,Pittsburgh Pirates,Atlanta Braves,1,20,N,37545,189
21/05/2021,Fri,Milwaukee Brewers,Cincinnati Reds,4,9,N,17234,209
21/05/2021,Fri,Arizona D'Backs,Colorado Rockies,1,7,N,18158,165
21/05/2021,Fri,New York Mets,Miami Marlins,6,5,N,7282,278
21/05/2021,Fri,Boston Red Sox,Philadelphia Phillies,11,3,N,15279,215
21/05/2021,Fri,Seattle Mariners,San Diego Padres,1,16,N,15250,214
21/05/2021,Fri,Los Angeles Dodgers,San Francisco Giants,2,1,N,12753,175
21/05/2021,Fri,Chicago Cubs,St. Louis Cardinals,12,3,N,24282,197
21/05/2021,Fri,Baltimore Orioles,Washington Nationals,2,4,N,14369,176
21/05/2021,Fri,Oakland Athletics,Los Angeles Angels,8,4,N,14624,195
21/05/2021,Fri,Minnesota Twins,Cleveland Indians,10,0,N,11675,190
21/05/2021,Fri,Detroit Tigers,Kansas City Royals,7,5,N,17080,199
21/05/2021,Fri,Chicago White Sox,New York Yankees,1,2,N,14011,173
21/05/2021,Fri,Houston Astros,Texas Rangers,5,7,N,30445,248
21/05/2021,Fri,Tampa Bay Rays,Toronto Blue Jays,9,7,N,1437,266
22/05/2021,Sat,Pittsburgh Pirates,Atlanta Braves,1,6,D,40068,171
22/05/2021,Sat,Milwaukee Brewers,Cincinnati Reds,4,3,D,17611,187
22/05/2021,Sat,Arizona D'Backs,Colorado Rockies,6,7,D,20183,199
22/05/2021,Sat,New York Mets,Miami Marlins,1,3,D,7513,182
22/05/2021,Sat,Boston Red Sox,Philadelphia Phillies,4,3,N,15424,220
22/05/2021,Sat,Seattle Mariners,San Diego Padres,4,6,N,15250,186
22/05/2021,Sat,Los Angeles Dodgers,San Francisco Giants,6,3,D,13660,174
22/05/2021,Sat,Chicago Cubs,St. Louis Cardinals,1,2,N,26027,167
22/05/2021,Sat,Baltimore Orioles,Washington Nationals,9,12,D,15440,221
22/05/2021,Sat,Oakland Athletics,Los Angeles Angels,6,2,N,15151,182
22/05/2021,Sat,Minnesota Twins,Cleveland Indians,3,5,D,11505,214
22/05/2021,Sat,Detroit Tigers,Kansas City Royals,5,7,D,14226,208
22/05/2021,Sat,Chicago White Sox,New York Yankees,0,7,D,14665,186
22/05/2021,Sat,Houston Astros,Texas Rangers,4,8,D,38055,204
22/05/2021,Sat,Tampa Bay Rays,Toronto Blue Jays,3,1,N,1514,171
23/05/2021,Sun,Pittsburgh Pirates,Atlanta Braves,1,7,D,39874,150
23/05/2021,Sun,Milwaukee Brewers,Cincinnati Reds,9,4,D,16171,210
23/05/2021,Sun,Arizona D'Backs,Colorado Rockies,3,4,D,19221,200
23/05/2021,Sun,New York Mets,Miami Marlins,1,5,D,7945,157
23/05/2021,Sun,Boston Red Sox,Philadelphia Phillies,2,6,D,15360,199
23/05/2021,Sun,Seattle Mariners,San Diego Padres,2,9,D,15250,175
23/05/2021,Sun,Los Angeles Dodgers,San Francisco Giants,11,5,D,13346,186
